factory_name,allegation_count,latest_date,total_affected,all_issues,buyers,label_child_labour,label_forced_labour,label_discrimination,label_freedom_of_association,label_working_hours,label_compensation,label_osh,label_contracts,factory_lower,os_id,osh_name_matched,match_score
Myanmar Dihuali Garment (Dishang Group),2,2024-03-27,1000.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Mango (Reported buyer),SanMar (Buyer),Tom Tailor (Reported buyer); Mango (Reported buyer),SanMar (Buyer),Tom Tailor (Reported buyer),Workman (Buyer)",0,1,0,0,1,1,1,1,myanmar dihuali garment (dishang group),,,
Myanmar Dixinda Garment,4,2024-02-18,3200.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Baroque Japan Limited (Buyer),Gratex Industries (Buyer),Workman (Buyer)",0,1,1,0,1,1,1,1,myanmar dixinda garment,MM20250871ZT4S9,"Myanmar Dixinda Garment Co., Ltd",95.0
Myanmar Efforts Garment Factory,2,2022-09-21,2000.0,"['Inhumane work rates and mandatory overtime', 'Unfair dismissal', 'Reduced wages and wage theft', 'Gender-based violence and harassment']",Hunkemoller (Buyer),0,0,1,0,1,1,0,0,myanmar efforts garment factory,,,
Myanmar Forjs Apparel,1,2022-11-26,100.0,['Reduced wages and wage theft'],,0,0,0,0,0,1,0,0,myanmar forjs apparel,,,
Myanmar Fortress Wealth,1,2023-03-24,1200.0,"['Denial of leave', 'Unsafe working conditions', 'Inhumane work rates and mandatory overtime']",,0,0,0,0,1,0,1,0,myanmar fortress wealth,MM202508718GSY2,"Myanmar Fortress Wealth Garment Co., Ltd",90.0
Myanmar Gigi Leather Goods,2,2023-07-20,4000.0,"['Harassment intimidation and abuse', 'Denial of permanent contracts', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime']","Michael Kors (part of Capri Holdings) (Buyer),Tapestry (Formerly Coach) (Buyer)",0,1,1,0,1,0,0,1,myanmar gigi leather goods,MM20230316D0RN5,MYANMAR GIGI LEATHER GOODS,100.0
Myanmar Guotai Huasheng Glory Fashion,11,2024-07-18,5702.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Child labour', 'Surveillance', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse', 'Imprisonment arrests & detention']","Auchan (Buyer),Carrefour (Former buyer),InExtenso (part of Auchan) (Buyer),Lidl (Former buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Reported buyer); Auchan (Buyer),Carrefour (Former buyer),Lidl (Former buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Buyer); Auchan (Buyer),Carrefour (Former buyer),Lidl (Former buyer),Pimkie (part of Association Familiale Mulliez) (Buyer),Primark (part of Associated British Foods) (Former buyer),Tendam (Buyer)",1,1,1,1,1,1,1,0,myanmar guotai huasheng glory fashion,MM20211685XXVDN,"MYANMAR GUOTAI HUASHENG GLORY FASHION CO., LTD.",95.0
Myanmar Haisheng,2,2024-08-15,600.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Surveillance', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Alpen Group (Buyer),Macron (Buyer),Teddy Group (Buyer),Terranova (Buyer),Topvalu Collection (part of AEON) (Former buyer)",0,1,1,1,1,1,1,0,myanmar haisheng,MM20230651KRG5D,"Myanmar Haisheng Fashion Clothes Co., Ltd.",90.0
Myanmar Hang Shin,1,2022-07-31,1.0,"['Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Unfair dismissal']",,0,1,1,0,0,0,0,0,myanmar hang shin,,,
Myanmar Hashing Fashion Clothes Factory,1,2022-05-21,0.0,"['Denial of permanent contracts', 'Unfair dismissal', 'Reduced wages and wage theft']",,0,0,0,0,0,1,0,1,myanmar hashing fashion clothes factory,,,
Myanmar Hua Yue,2,2024-08-18,0.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Surveillance', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Barbara Lebek (Buyer),Hennes & Mauritz (H&M) (Former buyer),Zhejiang Semir Garment (Buyer)",1,1,1,0,1,1,1,1,myanmar hua yue,MM2020330SC1W4A,Myanmar Hua Yue Garment Limited ,90.0
Myanmar Huasheng Golden,1,2024-07-01,1000.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Benetton Group (Buyer),0,1,0,0,1,1,1,0,myanmar huasheng golden,MM20241284XXHB7,Myanmar Huasheng Golden Fashion Company Limited,90.0
Myanmar Huasheng Yashili Fashion,1,2023-09-24,1000.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,0,0,1,1,0,0,myanmar huasheng yashili fashion,MM202508792P1C0,Myanmar Huasheng Yashili Fashion Company Limited,90.0
Myanmar I-Tex Garment,1,2024-02-28,1000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Business-military collusion', 'Harassment intimidation and abuse']",P&VV (Buyer),0,1,1,0,1,1,0,0,myanmar i-tex garment,MM2021060V2EBA5,Myanmar I-Tex Garment Co Ltd,95.0
Myanmar Jiale Fashion 2,3,2024-10-03,1300.0,"['Unsafe working conditions', 'Reduced wages and wage theft']","Dub (Buyer),Shisky (Buyer)",0,0,0,0,0,1,1,0,myanmar jiale fashion 2,MM2023347AXJARA,"MYANMAR JIALE FASHION CO., LTD",91.0
Myanmar Jiale Fashion Garment,5,2024-10-31,4500.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Business-military collusion', 'Unfair dismissal', 'Harassment intimidation and abuse', 'Imprisonment arrests & detention']","Dub (Buyer),Hennes & Mauritz (H&M) (Former buyer),Inditex (Former buyer),New Yorker (Buyer),OYSHO (part of Inditex) (Former buyer),Shisky (Buyer),Zara (part of Inditex) (Former buyer); Hennes & Mauritz (H&M) (Buyer),Inditex (Former buyer),OYSHO (part of Inditex) (Former buyer),Zara (part of Inditex) (Former buyer)",1,1,1,1,1,1,0,1,myanmar jiale fashion garment,,,
Myanmar Journey Bags,2,2024-10-24,600.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Surveillance', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Solo (Buyer),0,1,1,0,1,1,1,1,myanmar journey bags,,,
Myanmar Knitting Factory,4,2023-07-06,9938.0,"['Attacks on freedom of association', 'Harassment intimidation and abuse', 'Unfair dismissal', 'Inhumane work rates and mandatory overtime']","Lidl (Former buyer),Marks & Spencer (Former buyer),Primark (part of Associated British Foods) (Former buyer); Marks & Spencer (Former buyer),Primark (part of Associated British Foods) (Former buyer)",0,1,0,1,1,0,0,0,myanmar knitting factory,MM201910778H35P,Myanmar Knitting Factory Ltd.,95.0
Myanmar LNY Caps,2,2023-04-21,1750.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unsafe working conditions', 'Harassment intimidation and abuse']","'47 (Buyer),Cap America (Buyer),Otto Caps (Buyer)",1,1,1,0,1,1,1,1,myanmar lny caps,MM2025009JGZ43M,"Myanmar LNY Caps Co., Ltd.",90.0
Myanmar Long Sheng Fashion,1,2024-07-29,2000.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,1,1,1,1,1,1,1,1,myanmar long sheng fashion,MM2019083Z8DP72,"Myanmar Long Sheng Fashion Co., Ltd. ",95.0
Myanmar Lucky Fortune Garment,9,2024-10-11,7104.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Auchan (Former buyer),Bestseller (Reported buyer),Encuentro (Buyer),InExtenso (part of Auchan) (Former buyer),Inditex (Former buyer),LC Waikiki (Buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Reported buyer),Pull & Bear (part of Inditex) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Former buyer),Workman (Buyer),Zara (part of Inditex) (Former buyer); Bestseller (Reported buyer),Calliope (Buyer),Inditex (Former buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Reported buyer),Pull & Bear (part of Inditex) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Former buyer),Workman (Buyer),Zara (part of Inditex) (Former buyer); Bestseller (Reported buyer),Inditex (Former buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Reported buyer),Pull & Bear (part of Inditex) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Former buyer),Workman (Buyer),Zara (part of Inditex) (Former buyer); Bestseller (Reported buyer),Inditex (Former buyer),LPP Spółka Akcyjna (Buyer),ONLY (part of Bestseller) (Reported buyer),Pull & Bear (part of Inditex) (Former buyer),Sinsay (part of LPP S.A.) (Buyer),Stradivarius (part of Inditex) (Former buyer),Workman (Buyer),Zara (part of Inditex) (Buyer)",1,1,1,1,1,1,1,1,myanmar lucky fortune garment,,,
Myanmar Lucky Garment Factory,2,2022-09-21,1.0,"['Denial of leave', 'Unfair dismissal', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",Inditex (Reported buyer),0,0,0,0,1,1,0,0,myanmar lucky garment factory,,,
Myanmar Lucky Phoenix International,1,2022-06-15,0.0,"['Denial of leave', 'Unsafe working conditions', 'Gender-based violence and harassment', 'Unfair dismissal']",Piazza Italia (Buyer),0,0,1,0,1,0,1,0,myanmar lucky phoenix international,MM20210267N9RNS,"MYANMAR LUCKY PHOENIX INTERNATIONAL CO., LTD.",95.0
Myanmar Luxury Group Company,2,2024-01-30,1400.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Calliope (Buyer),Inditex (Reported buyer),Promod (Buyer),Stradivarius (part of Inditex) (Reported buyer)",0,1,1,0,1,1,1,1,myanmar luxury group company,MM2025087A30K0J,Myanmar Luxury Group Company Limited,95.0
Myanmar Morning Flower (MMF) Garment,2,2023-10-27,500.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal']","Regatta (Former buyer),United Athle (Buyer); Regatta (Reported buyer),United Athle (Buyer)",0,0,0,0,1,1,0,1,myanmar morning flower (mmf) garment,,,
Myanmar Qi Yuan,3,2024-10-29,1101.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,1,1,0,0,1,1,1,1,myanmar qi yuan,,,
Myanmar Shin Won Garment,1,2024-09-16,500.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,1,myanmar shin won garment,,,
Myanmar Shoe Dynasty,1,2023-08-22,200.0,['Reduced wages and wage theft'],,0,0,0,0,0,1,0,0,myanmar shoe dynasty,,,
Myanmar Sinyoung Fashion Clothes,3,2024-01-09,1101.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unfair dismissal', 'Harassment intimidation and abuse']","LPP Spółka Akcyjna (Reported buyer),Sinsay (part of LPP S.A.) (Reported buyer)",1,1,1,0,1,1,0,1,myanmar sinyoung fashion clothes,,,
Myanmar Sunny,1,2023-07-27,1200.0,"['Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Reduced wages and wage theft']",Hawkins (Buyer),0,1,1,0,0,1,0,0,myanmar sunny,MM20250879RX05N,"Sunny Shoes Co., Ltd (Myanmar Sunny Co., Ltd)",90.0
"Myanmar Sunrun Garments (part of Solamoda Group),Solamoda Garment Group",1,2024-03-03,0.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Fast Retailing (Former buyer),GU (part of Fast Retailing) (Former buyer)",0,1,1,0,1,1,1,0,"myanmar sunrun garments (part of solamoda group),solamoda garment group",,,
"Myanmar Sunview Garments Company (part of Solamoda Group),Solamoda Garment Group",2,2024-03-04,955.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Harassment intimidation and abuse']",Fast Retailing (Former buyer),0,1,1,0,1,1,0,0,"myanmar sunview garments company (part of solamoda group),solamoda garment group",,,
Myanmar Sunway Shoes,2,2023-05-29,600.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Hennes & Mauritz (H&M) (Buyer),MUJI (part of Ryohin Keikaku) (Former buyer)",0,1,1,0,1,0,1,0,myanmar sunway shoes,MM2020084KBF8CB,MYANMAR SUNWAY SHOES LTD,95.0
Myanmar Taieasy Textile,1,2023-04-20,1000.0,"['Unsafe working conditions', 'Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime']",Lidl (Buyer),0,1,1,0,1,0,1,0,myanmar taieasy textile,MM20191073DB8WD,"MYANMAR TAIEASY TEXTILE (MTT)CO.,LTD",90.0
Myanmar Tencent Fashion Garment,2,2022-11-04,800.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Child labour', 'Unfair dismissal']",,1,0,0,0,1,1,0,0,myanmar tencent fashion garment,,,
Myanmar Tiannan Garment,3,2023-11-21,1230.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Coolworks (Buyer),New Yorker (Buyer)",1,1,1,0,1,1,1,1,myanmar tiannan garment,,,
Myanmar Unique Garment,1,2021-07-16,1000.0,['Unsafe working conditions'],,0,0,0,0,0,0,1,0,myanmar unique garment,MM2022145SE005P,Myanmar Unique Garment MFG Company Limited,90.0
Myanmar Xiang Rui Fashion,2,2024-09-12,801.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Surveillance', 'Harassment intimidation and abuse']","Frasers Group (Buyer),LC Waikiki (Buyer),LPP Spółka Akcyjna (Buyer),OVS SpA (Buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer)",0,1,1,1,1,0,0,0,myanmar xiang rui fashion,MM2019107YKG8E5,Myanmar Xiang Rui Fashion Company Limited,90.0
Myanmar Yangon Richang Apparel,3,2023-10-24,1601.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions']","Baroque Japan Limited (Buyer),FieldCore (Buyer),Hang Ten (Buyer),Pal Group (Buyer),Right-On (Buyer); Baroque Japan Limited (Buyer),FieldCore (Buyer),Pal Group (Buyer),Right-On (Buyer)",0,0,1,0,1,1,1,1,myanmar yangon richang apparel,MM2025087T4TXPX,"Myanmar Yangon Richang Apparel Co., Ltd (NISHO)",90.0
Myanmar Yes One,1,2021-07-07,12.0,"['Attacks on freedom of association', 'Unfair dismissal']",,0,0,0,1,0,0,0,0,myanmar yes one,,,
Myanmar York,2,2024-10-06,4600.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions']","Bestseller (Buyer),Hennes & Mauritz (H&M) (Buyer),Inditex (Reported buyer),WE Fashion (Buyer),Zara (part of Inditex) (Reported buyer)",0,0,1,1,1,1,1,0,myanmar york,MM20191763NN8CN,Myanmar York Fashion Company Limited ,90.0
Myanmar Zande,2,2023-11-18,1000.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Inditex (Reported buyer),LERROS (Buyer),Zara (part of Inditex) (Reported buyer)",0,1,1,1,1,1,1,0,myanmar zande,,,
Myanmar Zhi Xin Garment,2,2024-10-01,1201.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Cutter & Buck (part of New Wave Group) (Buyer),New Wave Group (Buyer)",0,1,1,0,1,1,1,1,myanmar zhi xin garment,,,
Myanmar of Hua Meng,1,2023-05-23,2000.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bonprix (part of Otto Group) (Buyer),House (part of LPP S.A) (Buyer),LPP Spółka Akcyjna (Buyer),Mohito (part of LPP S.A.) (Buyer),Otto (Buyer),Sergio Tachini (Buyer),Sinsay (part of LPP S.A.) (Buyer),ZU (Buyer)",0,1,1,0,1,0,1,0,myanmar of hua meng,,,
Myanto Industrial,3,2024-05-06,1700.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","New Yorker (Buyer),October (Buyer)",0,1,1,0,1,1,1,1,myanto industrial,,,
NKM Apparel Manufacturing,1,2024-04-27,200.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,0,nkm apparel manufacturing,,,
Nadia Pacific Apparel,1,2024-02-07,1.0,"['Harassment intimidation and abuse', 'Inhumane work rates and mandatory overtime']",,0,1,0,0,1,0,0,0,nadia pacific apparel,,,
Nanstock Garment Factory,2,2022-12-16,301.0,"['Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unfair dismissal', 'Unsafe working conditions']","KiK (Buyer),New Yorker (Buyer)",0,0,0,0,1,1,1,1,nanstock garment factory,,,
Narsha,2,2022-03-25,240.0,"['Denial of leave', 'Unfair dismissal', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,0,0,1,1,0,0,narsha,,,
New Fubon,1,2024-01-22,150.0,"['Unsafe working conditions', 'Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime']","LPP Spółka Akcyjna (Reported buyer),Mohito (part of LPP S.A.) (Reported buyer)",0,1,1,0,1,0,1,0,new fubon,,,
New Green Land Garment,1,2022-10-26,0.0,"['Unsafe working conditions', 'Harassment intimidation and abuse', 'Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime']",,0,1,1,0,1,0,1,0,new green land garment,MM2019107QMWHCJ,New Green Land Garment Company Limited,90.0
New Handsome Industry,2,2022-11-05,2.0,"['Unfair dismissal', 'Reduced wages and wage theft']",CMP Sport (Reported buyer),0,0,0,0,0,1,0,0,new handsome industry,,,
New Plus,7,2024-09-11,5000.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,1,1,0,new plus,MM2022249QPVGHR,NEW PLUS COMPANY LIMITED,90.0
New Talent Garment (Myanmar),1,2024-06-11,1000.0,"['Denial of leave', 'Harassment intimidation and abuse', 'Unsafe working conditions', 'Inhumane work rates and mandatory overtime']","O'Neill (Buyer),WE Fashion (Buyer)",0,1,0,0,1,0,1,0,new talent garment (myanmar),MM2020135ZTW0VQ,New Talent Garment (Myanmar) Co. Ltd.,95.0
New Top Lotus,1,2024-08-14,400.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Majestic Legon (Buyer),1,1,1,0,1,1,1,1,new top lotus,,,
New Way Shoe,2,2024-03-02,30.0,"['Denial of permanent contracts', 'Reduced wages and wage theft']","Reebok (part of Authentic Brands Group) (Buyer),adidas (Reported buyer)",0,0,0,0,0,1,0,1,new way shoe,,,
Newell (Myanmar) Garment,1,2024-09-24,26.0,"['Harassment intimidation and abuse', 'Reduced wages and wage theft']",,0,1,0,0,0,1,0,0,newell (myanmar) garment,,,
Nexstar Garment Manufacturing,3,2023-11-21,2349.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bonprix (part of Otto Group) (Former buyer),Otto (Former buyer),Tendam (Buyer),Women'secret (part of Tendam) (Buyer); Tendam (Buyer),Women'secret (part of Tendam) (Buyer)",0,1,1,0,1,1,1,0,nexstar garment manufacturing,MM2021012DENQX6,Nexstar Garment Manufacturing Company Limited,90.0
Nilar Win Garment (Myanmar),1,2022-05-06,600.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",New Look (Reported buyer),0,0,1,0,1,1,0,0,nilar win garment (myanmar),,,
Nisho (2),1,2023-12-23,250.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Hang Ten (Buyer),0,1,1,0,1,1,1,1,nisho (2),,,
North Shore Group,3,2024-08-27,1500.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unsafe working conditions', 'Harassment intimidation and abuse']","Bergans (Former buyer),JD Sports Fashion (Former buyer),Schöffel (Former buyer),Vaude (Former buyer); Bergans (Buyer),JD Sports Fashion (Former buyer),Schöffel (Buyer),Vaude (Buyer)",0,1,1,0,1,1,1,0,north shore group,MM2023248ZR2FSG,North Shore Group Co. Ltd (NSGII),90.0
Pan-Pacific,1,2022-05-13,1000.0,"['Harassment intimidation and abuse', 'Gender-based violence and harassment']",,0,1,1,0,0,0,0,0,pan-pacific,MM2019108WW2B9X,Yangon Pan-Pacific International Company Limited,90.0
Panko Bago,1,2024-05-25,1000.0,"['Denial of leave', 'Unsafe working conditions', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,0,0,1,1,1,0,panko bago,MM2025087EYK4RD,Panko Bago Company Limited,90.0
Popular Garment/Beaume International Garment,8,2024-06-05,3986.0,"['Attacks on freedom of association', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse', 'Imprisonment arrests & detention']","Beaume (Buyer),Iturri (Buyer),JD Sports Fashion (Reported buyer),Jeans Fritz (Buyer),Lidl (Former buyer),Regatta (Former buyer); Iturri (Buyer),JD Sports Fashion (Reported buyer),Jeans Fritz (Buyer),Lidl (Former buyer),Regatta (Former buyer); Iturri (Buyer),JD Sports Fashion (Former buyer),Jeans Fritz (Buyer),Lidl (Former buyer),Regatta (Former buyer); Iturri (Buyer),JD Sports Fashion (Former buyer),JD Sports Fashion (Reported buyer),Lidl (Former buyer),Regatta (Former buyer)",1,1,0,1,1,1,1,1,popular garment/beaume international garment,,,
Pou Chen,4,2022-11-03,3540.0,"['Attacks on freedom of association', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Business-military collusion', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse', 'Imprisonment arrests & detention']",adidas (Buyer),0,1,1,1,0,1,1,0,pou chen,MM20191439MJYB6,Myanmar Pou Chen Company Limited,90.0
Prettex Myanmar,4,2024-10-29,2501.0,"['Gender-based violence and harassment', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Denial of permanent contracts', 'Unsafe working conditions', 'Harassment intimidation and abuse']",,0,1,1,0,1,0,1,1,prettex myanmar,MM2025087E7FA00,"Prettex Myanmar Co., Ltd",90.0
Princess Power Manufacturing,4,2023-05-04,1880.0,"['Reduced wages and wage theft', 'Denial of leave', 'Denial of permanent contracts', 'Child labour', 'Unsafe working conditions', 'Harassment intimidation and abuse']","NKD (Buyer),SPAO (Buyer)",1,1,0,0,1,1,1,1,princess power manufacturing,MM2024237AR5Y3P,Princess Power Manufacturing Co. Ltd.,95.0
Pro Cap,2,2024-08-21,351.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']",Otto Caps (Buyer),0,1,1,0,0,1,1,0,pro cap,MM2025087D8Q1TS,Pro Cap Company Limited,90.0
Qi Cai,1,2023-03-03,700.0,"['Attacks on freedom of association', 'Unsafe working conditions', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']","Inditex (Reported buyer),Stradivarius (part of Inditex) (Reported buyer)",0,0,0,1,1,1,1,0,qi cai,MM2024022GSAD5B,"Qi Cai Myanmar Co.,Ltd.",90.0
RONG DA GARMENTS MYANMAR,4,2024-01-20,4401.0,"['Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime', 'Denial of leave', 'Unfair dismissal', 'Unsafe working conditions', 'Harassment intimidation and abuse']","LC Waikiki (Former buyer),LPP Spółka Akcyjna (Buyer),PEP&CO (Buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Sinsay (part of LPP S.A.) (Buyer); LC Waikiki (Buyer); LC Waikiki (Former buyer),LPP Spółka Akcyjna (Buyer),PEP&CO (Reported buyer),Reserved (part of LPP Spółka Akcyjna) (Buyer),Sinsay (part of LPP S.A.) (Buyer)",0,1,1,0,1,1,1,0,rong da garments myanmar,,,
Rainbow Textiles (Myanmar),1,2022-02-17,0.0,"['Denial of leave', 'Gender-based violence and harassment', 'Reduced wages and wage theft', 'Inhumane work rates and mandatory overtime']",,0,0,1,0,1,1,0,0,rainbow textiles (myanmar),,,
